file,line,pattern,method,code
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",67,"setAlphaF","public void drawFireMote(float x, float y, float z, float vx, float vy, float vz, float r, float g, float b, float alpha, float scale) {","glow.setAlphaF(alpha);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",316,"new FXGeneric","public void drawBlockMistParticles(BlockPos p, int c) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, getWorld().rand.nextGaussian() * 0.01, getWorld().rand.nextFloat() * 0.075, getWorld().rand.nextGaussian() * 0.01);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",319,"setAlphaF","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setAlphaF(0.0f, 0.5f, 0.4f, 0.3f, 0.2f, 0.1f, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",320,"setGridSize","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setGridSize(16);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",321,"setParticles","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setParticles(56, 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",322,"setScale","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setScale(5.0f, 1.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",323,"setLayer","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setLayer(0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",324,"setSlowDown","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setSlowDown(1.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",325,"setGravity","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setGravity(0.1f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",326,"setWind","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setWind(0.001);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",327,"setRotationSpeed","public void drawBlockMistParticles(BlockPos p, int c) {","fb.setRotationSpeed(getWorld().rand.nextFloat(), getWorld().rand.nextBoolean() ? -1.0f : 1.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",328,"ParticleEngine.addEffect","public void drawBlockMistParticles(BlockPos p, int c) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",334,"new FXGeneric","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, mx, my, mz);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",337,"setAlphaF","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","fb.setAlphaF(0.0f, 0.66f, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",338,"setGridSize","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","fb.setGridSize(16);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",339,"setParticles","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","fb.setParticles(56 + getWorld().rand.nextInt(4), 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",340,"setScale","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","fb.setScale(5.0f + getWorld().rand.nextFloat(), 10.0f + getWorld().rand.nextFloat());"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",341,"setLayer","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","fb.setLayer(0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",342,"setSlowDown","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","fb.setSlowDown(0.99);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",343,"setWind","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","fb.setWind(0.001);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",344,"setRotationSpeed","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","fb.setRotationSpeed(getWorld().rand.nextFloat(), getWorld().rand.nextBoolean() ? -0.25f : 0.25f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",345,"ParticleEngine.addEffect","public void drawFocusCloudParticle(double x, double y, double z, double mx, double my, double mz, int c) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",348,"drawWispyMotes","public void drawWispyMotesOnBlock(BlockPos pp, int age, float grav) {","public void drawWispyMotesOnBlock(BlockPos pp, int age, float grav) {"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",349,"drawWispyMotes","public void drawWispyMotesOnBlock(BlockPos pp, int age, float grav) {","drawWispyMotes(pp.getX() + getWorld().rand.nextFloat(), pp.getY(), pp.getZ() + getWorld().rand.nextFloat(), 0.0, 0.0, 0.0, age, 0.4f + getWorld().rand.nextFloat() * 0.6f, 0.6f + getWorld().rand.nextFloat() * 0.4f, 0.6f + getWorld().rand.nextFloat() * 0.4f, grav);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",352,"drawWispyMotes","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float grav) {","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float grav) {"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",353,"drawWispyMotes","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float grav) {","drawWispyMotes(d, e, f, vx, vy, vz, age, 0.25f + getWorld().rand.nextFloat() * 0.75f, 0.25f + getWorld().rand.nextFloat() * 0.75f, 0.25f + getWorld().rand.nextFloat() * 0.75f, grav);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",356,"drawWispyMotes","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",357,"new FXGeneric","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","FXGeneric fb = new FXGeneric(getWorld(), d, e, f, vx, vy, vz);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",360,"setAlphaF","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","fb.setAlphaF(0.0f, 0.6f, 0.6f, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",361,"setGridSize","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","fb.setGridSize(64);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",362,"setParticles","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","fb.setParticles(512, 16, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",363,"setScale","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","fb.setScale(1.0f, 0.5f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",365,"setWind","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","fb.setWind(0.001);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",366,"setGravity","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","fb.setGravity(grav);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",367,"setRandomMovementScale","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","fb.setRandomMovementScale(0.0025f, 0.0f, 0.0025f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",368,"ParticleEngine.addEffect","public void drawWispyMotes(double d, double e, double f, double vx, double vy, double vz, int age, float r, float g, float b, float grav) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",378,"new FXGeneric","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, (getWorld().rand.nextFloat() - getWorld().rand.nextFloat()) * 0.005, 0.005, (getWorld().rand.nextFloat() - getWorld().rand.nextFloat()) * 0.005);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",381,"setAlphaF","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","fb.setAlphaF(1.0f, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",382,"setGridSize","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","fb.setGridSize(8);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",383,"setParticles","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","fb.setParticles(24, 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",384,"setScale","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","fb.setScale(2.0f, 5.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",385,"setLayer","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","fb.setLayer(0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",386,"setSlowDown","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","fb.setSlowDown(1.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",387,"setWind","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","fb.setWind(0.001);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",388,"setRotationSpeed","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","fb.setRotationSpeed(getWorld().rand.nextFloat(), getWorld().rand.nextBoolean() ? -1.0f : 1.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",389,"ParticleEngine.addEffect","public void drawBlockMistParticlesFlat(BlockPos p, int c) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",394,"new FXGeneric","public void crucibleBubble(float x, float y, float z, float cr, float cg, float cb) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, 0.0, 0.0, 0.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",396,"setScale","public void crucibleBubble(float x, float y, float z, float cr, float cg, float cb) {","fb.setScale(getWorld().rand.nextFloat() * 0.3f + 0.3f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",398,"setRandomMovementScale","public void crucibleBubble(float x, float y, float z, float cr, float cg, float cb) {","fb.setRandomMovementScale(0.002f, 0.002f, 0.002f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",399,"setGravity","public void crucibleBubble(float x, float y, float z, float cr, float cg, float cb) {","fb.setGravity(-0.001f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",401,"setFinalFrames","public void crucibleBubble(float x, float y, float z, float cr, float cg, float cb) {","fb.setFinalFrames(65, 66, 66);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",402,"ParticleEngine.addEffect","public void crucibleBubble(float x, float y, float z, float cr, float cg, float cb) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",407,"new FXGeneric","public void crucibleBoil(BlockPos pos, TileCrucible tile, int j) {","FXGeneric fb = new FXGeneric(getWorld(), pos.getX() + 0.2f + getWorld().rand.nextFloat() * 0.6f, pos.getY() + 0.1f + tile.getFluidHeight(), pos.getZ() + 0.2f + getWorld().rand.nextFloat() * 0.6f, 0.0, 0.002, 0.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",409,"setScale","public void crucibleBoil(BlockPos pos, TileCrucible tile, int j) {","fb.setScale(getWorld().rand.nextFloat() * 0.3f + 0.2f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",417,"setRandomMovementScale","public void crucibleBoil(BlockPos pos, TileCrucible tile, int j) {","fb.setRandomMovementScale(0.001f, 0.001f, 0.001f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",418,"setGravity","public void crucibleBoil(BlockPos pos, TileCrucible tile, int j) {","fb.setGravity(-0.025f * j);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",420,"setFinalFrames","public void crucibleBoil(BlockPos pos, TileCrucible tile, int j) {","fb.setFinalFrames(65, 66);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",421,"ParticleEngine.addEffect","public void crucibleBoil(BlockPos pos, TileCrucible tile, int j) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",426,"new FXGeneric","public void crucibleFroth(float x, float y, float z) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, 0.0, 0.0, 0.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",428,"setScale","public void crucibleFroth(float x, float y, float z) {","fb.setScale(getWorld().rand.nextFloat() * 0.2f + 0.2f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",430,"setRandomMovementScale","public void crucibleFroth(float x, float y, float z) {","fb.setRandomMovementScale(0.001f, 0.001f, 0.001f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",431,"setGravity","public void crucibleFroth(float x, float y, float z) {","fb.setGravity(0.1f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",433,"setFinalFrames","public void crucibleFroth(float x, float y, float z) {","fb.setFinalFrames(65, 66);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",434,"ParticleEngine.addEffect","public void crucibleFroth(float x, float y, float z) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",438,"new FXGeneric","public void crucibleFrothDown(float x, float y, float z) {","FXGeneric fb = new FXGeneric(getWorld(), x, y, z, 0.0, 0.0, 0.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",440,"setScale","public void crucibleFrothDown(float x, float y, float z) {","fb.setScale(getWorld().rand.nextFloat() * 0.2f + 0.4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",442,"setAlphaF","public void crucibleFrothDown(float x, float y, float z) {","fb.setAlphaF(0.8f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",443,"setRandomMovementScale","public void crucibleFrothDown(float x, float y, float z) {","fb.setRandomMovementScale(0.001f, 0.001f, 0.001f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",444,"setGravity","public void crucibleFrothDown(float x, float y, float z) {","fb.setGravity(0.05f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",447,"setFinalFrames","public void crucibleFrothDown(float x, float y, float z) {","fb.setFinalFrames(65, 66);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",448,"setLayer","public void crucibleFrothDown(float x, float y, float z) {","fb.setLayer(1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",449,"ParticleEngine.addEffect","public void crucibleFrothDown(float x, float y, float z) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",494,"new FXGeneric","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","FXGeneric fb2 = new FXGeneric(getWorld(), x + vx * 2.0, y + vy * 2.0, z + vz * 2.0, vx / 2.0, vy / 2.0, vz / 2.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",497,"setAlphaF","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb2.setAlphaF(1.0f, 0.1f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",498,"setGridSize","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb2.setGridSize(16);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",499,"setParticles","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb2.setParticles(123, 5, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",500,"setScale","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb2.setScale(3.0f, 4.0f + getWorld().rand.nextFloat() * 3.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",501,"setLayer","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb2.setLayer(1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",502,"setSlowDown","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb2.setSlowDown(0.7);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",503,"setRotationSpeed","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb2.setRotationSpeed(getWorld().rand.nextFloat(), getWorld().rand.nextBoolean() ? -1.0f : 1.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",504,"ParticleEngine.addEffect","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","ParticleEngine.addEffect(getWorld(), fb2);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",511,"drawWispyMotes","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","drawWispyMotes(x + vx * 2.0, y + vy * 2.0, z + vz * 2.0, vx, vy, vz, 15 + getWorld().rand.nextInt(10), -0.01f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",513,"new FXGeneric","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","FXGeneric fb3 = new FXGeneric(getWorld(), x, y, z, 0.0, 0.0, 0.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",516,"setAlphaF","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb3.setAlphaF(1.0f, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",517,"setGridSize","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb3.setGridSize(16);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",518,"setParticles","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb3.setParticles(77, 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",519,"setScale","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb3.setScale(10.0f + getWorld().rand.nextFloat() * 2.0f, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",520,"setLayer","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb3.setLayer(0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",521,"setRotationSpeed","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","fb3.setRotationSpeed(getWorld().rand.nextFloat(), (float) getWorld().rand.nextGaussian());"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",522,"ParticleEngine.addEffect","public void drawBamf(double x, double y, double z, float r, float g, float b, boolean sound, boolean flair, EnumFacing side) {","ParticleEngine.addEffect(getWorld(), fb3);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",541,"new FXGeneric","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","FXGeneric fb2 = new FXGeneric(getWorld(), x + vx * 5.0, y + vy * 5.0, z + vz * 5.0, vx, vy, vz);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",547,"setAlphaF","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","fb2.setAlphaF(a, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",548,"setGridSize","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","fb2.setGridSize(16);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",549,"setParticles","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","fb2.setParticles(60 + getWorld().rand.nextInt(4), 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",550,"setScale","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","fb2.setScale(5.0f * scale, (10.0f + getWorld().rand.nextFloat() * 4.0f) * scale);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",551,"setLayer","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","fb2.setLayer(layer);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",552,"setRotationSpeed","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","fb2.setRotationSpeed(getWorld().rand.nextFloat(), getWorld().rand.nextBoolean() ? (-2.0f - getWorld().rand.nextFloat() * 2.0f) : (2.0f + getWorld().rand.nextFloat() * 2.0f));"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",553,"ParticleEngine.addEffect","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","ParticleEngine.addEffectWithDelay(getWorld(), fb2, delay);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",553,"ParticleEngine.addEffectWithDelay","public void drawCurlyWisp(double x, double y, double z, double vx, double vy, double vz, float scale, float r, float g, float b, float a, EnumFacing side, int seed, int layer, int delay) {","ParticleEngine.addEffectWithDelay(getWorld(), fb2, delay);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",557,"new FXGeneric","public void pechsCurseTick(double posX, double posY, double posZ) {","FXGeneric fb2 = new FXGeneric(getWorld(), posX, posY, posZ, 0.0, 0.0, 0.0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",561,"setAlphaF","public void pechsCurseTick(double posX, double posY, double posZ) {","fb2.setAlphaF(0.75f, 0.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",562,"setGridSize","public void pechsCurseTick(double posX, double posY, double posZ) {","fb2.setGridSize(8);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",563,"setParticles","public void pechsCurseTick(double posX, double posY, double posZ) {","fb2.setParticles(28 + getWorld().rand.nextInt(4), 1, 1);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",564,"setScale","public void pechsCurseTick(double posX, double posY, double posZ) {","fb2.setScale(3.0f, 5.0f + getWorld().rand.nextFloat() * 2.0f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",565,"setLayer","public void pechsCurseTick(double posX, double posY, double posZ) {","fb2.setLayer(0);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",566,"setRotationSpeed","public void pechsCurseTick(double posX, double posY, double posZ) {","fb2.setRotationSpeed(getWorld().rand.nextFloat(), getWorld().rand.nextBoolean() ? (-3.0f - getWorld().rand.nextFloat() * 3.0f) : (3.0f + getWorld().rand.nextFloat() * 3.0f));"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",567,"ParticleEngine.addEffect","public void pechsCurseTick(double posX, double posY, double posZ) {","ParticleEngine.addEffect(getWorld(), fb2);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",568,"drawWispyMotes","public void pechsCurseTick(double posX, double posY, double posZ) {","drawWispyMotes(posX, posY, posZ, 0.0, 0.0, 0.0, 10 + getWorld().rand.nextInt(10), -0.01f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",619,"ParticleEngine.addEffect","public void visSparkle(int x, int y, int z, int x2, int y2, int z2, int color) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",624,"ParticleEngine.addEffect","public void voidStreak(double x, double y, double z, double x2, double y2, double z2, int seed, float scale) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",635,"setAlphaF","public void splooshFX(Entity e) {","fx.setAlphaF(0.4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",639,"setAlphaF","public void splooshFX(Entity e) {","fx.setAlphaF(0.6f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",649,"setAlphaF","public void taintsplosionFX(Entity e) {","fx.setAlphaF(0.4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",653,"setAlphaF","public void taintsplosionFX(Entity e) {","fx.setAlphaF(0.6f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",669,"setAlphaF","public void tentacleAriseFX(Entity e) {","fx.setAlphaF(0.5f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",689,"setAlphaF","public void slimeJumpFX(Entity e, int i) {","fx.setAlphaF(0.4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",702,"setAlphaF","public void taintLandFX(Entity e) {","fx.setAlphaF(0.4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",710,"setAlphaF","public void drawInfusionParticles1(double x, double y, double z, BlockPos pos, ItemStack stack) {","fb.setAlphaF(0.3f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",716,"setAlphaF","public void drawInfusionParticles2(double x, double y, double z, BlockPos pos, IBlockState id, int md) {","fb.setAlphaF(0.3f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",723,"ParticleEngine.addEffect","public void drawInfusionParticles3(double x, double y, double z, int x2, int y2, int z2) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",729,"ParticleEngine.addEffect","public void drawInfusionParticles4(double x, double y, double z, int x2, int y2, int z2) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",734,"setAlphaF","public void drawVentParticles(double x, double y, double z, double x2, double y2, double z2, int color) {","fb.setAlphaF(0.4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",735,"ParticleEngine.addEffect","public void drawVentParticles(double x, double y, double z, double x2, double y2, double z2, int color) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",740,"setAlphaF","public void drawVentParticles(double x, double y, double z, double x2, double y2, double z2, int color, float scale) {","fb.setAlphaF(0.4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",741,"setScale","public void drawVentParticles(double x, double y, double z, double x2, double y2, double z2, int color, float scale) {","fb.setScale(scale);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",742,"ParticleEngine.addEffect","public void drawVentParticles(double x, double y, double z, double x2, double y2, double z2, int color, float scale) {","ParticleEngine.addEffect(getWorld(), fb);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",747,"setAlphaF","public void drawVentParticles2(double x, double y, double z, double x2, double y2, double z2, int color, float scale) {","fb.setAlphaF(0.4f);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",748,"setScale","public void drawVentParticles2(double x, double y, double z, double x2, double y2, double z2, int color, float scale) {","fb.setScale(scale);"
"src/main/java/thaumcraft/client/fx/FXDispatcher.java",749,"ParticleEngine.addEffect","public void drawVentParticles2(double x, double y, double z, double x2, double y2, double z2, int color, float scale) {","ParticleEngine.addEffect(getWorld(), fb);"
