Rel,Status,Decision,Extension
assets/thaumcraft/models/block/taint_orb_0.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/taint_orb_1.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/taint_orb_2.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/taint_rock.json,identical,already_present,.json
assets/thaumcraft/models/block/taint_soil.json,identical,already_present,.json
assets/thaumcraft/models/block/thaumatorium.json,identical,already_present,.json
assets/thaumcraft/models/block/thaumatorium.mtl,different,keep_current_1_21_or_legacy_asset,.mtl
assets/thaumcraft/models/block/thaumatorium.obj,different,keep_current_1_21_or_legacy_asset,.obj
assets/thaumcraft/models/block/thaumatorium_top.json,identical,already_present,.json
assets/thaumcraft/models/block/thaumium_block.json,identical,already_present,.json
assets/thaumcraft/models/block/tube_buffer_core.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/tube_core.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/tube_core_valve.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/tube_filter_core.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/tube_normal.json,identical,already_present,.json
assets/thaumcraft/models/block/tube_restricted.json,identical,already_present,.json
assets/thaumcraft/models/block/tube_side.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/tube_side_restrict.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/vis_battery.json,identical,already_present,.json
assets/thaumcraft/models/block/vis_generator.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/vis_relay.json,identical,already_present,.json
assets/thaumcraft/models/block/vishroom.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/void_block.json,identical,already_present,.json
assets/thaumcraft/models/block/void_metal_block.json,identical,already_present,.json
assets/thaumcraft/models/block/void_siphon.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/wand_workbench.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/activator_rail.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/alchemical_brass_advanced_block.json,identical,already_present,.json
assets/thaumcraft/models/item/alchemical_brass_block.json,identical,already_present,.json
assets/thaumcraft/models/item/alembic.json,identical,already_present,.json
assets/thaumcraft/models/item/alumentum.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/amber.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/amber_bead.json,identical,already_present,.json
assets/thaumcraft/models/item/amber_block.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/amber_brick.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/amber_ore.json,identical,already_present,.json
assets/thaumcraft/models/item/amulet_vis_crafted.json,identical,already_present,.json
assets/thaumcraft/models/item/amulet_vis_found.json,identical,already_present,.json
assets/thaumcraft/models/item/ancient_pedestal_doorway.json,identical,already_present,.json
assets/thaumcraft/models/item/ancient_pillar.json,identical,already_present,.json
assets/thaumcraft/models/item/ancient_rock.json,identical,already_present,.json
assets/thaumcraft/models/item/ancient_stairs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/ancient_stone.json,identical,already_present,.json
assets/thaumcraft/models/item/ancient_stone_glyphed.json,identical,already_present,.json
assets/thaumcraft/models/item/ancient_stone_slab.json,identical,already_present,.json
assets/thaumcraft/models/item/ancient_stone_stairs.json,identical,already_present,.json
assets/thaumcraft/models/item/ancient_stone_tile.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_brick_stairs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/arcane_ear.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_ear_toggle.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_pillar.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_stairs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/arcane_stone.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_stone_brick.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_stone_brick_slab.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_stone_brick_stairs.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_stone_slab.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_stone_stairs.json,identical,already_present,.json
assets/thaumcraft/models/item/arcane_workbench.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/arcane_workbench_charger.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/balanced_shard.json,identical,already_present,.json
assets/thaumcraft/models/item/banner.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/banner_black.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_blue.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_brown.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_crimson_cult.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/banner_cyan.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_gray.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_green.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_light_blue.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_light_gray.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_lime.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_magenta.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_orange.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_pink.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_purple.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_red.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_white.json,identical,already_present,.json
assets/thaumcraft/models/item/banner_yellow.json,identical,already_present,.json
assets/thaumcraft/models/item/bath_salts.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/bellows.json,identical,already_present,.json
assets/thaumcraft/models/item/blank_seal.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/bottle_taint.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/brain.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/brain_box.json,identical,already_present,.json
assets/thaumcraft/models/item/brain_clockwork.json,identical,already_present,.json
assets/thaumcraft/models/item/brain_curious.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/brain_normal.json,identical,already_present,.json
assets/thaumcraft/models/item/brass_block.json,identical,already_present,.json
assets/thaumcraft/models/item/brass_ingot.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/brass_nugget.json,identical,already_present,.json
assets/thaumcraft/models/item/bucket_death.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/bucket_pure.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/candle_black.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_blue.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_brown.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_cyan.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_gray.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_green.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_light_blue.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_light_gray.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_lime.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_magenta.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_orange.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_pink.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_purple.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_red.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_white.json,identical,already_present,.json
assets/thaumcraft/models/item/candle_yellow.json,identical,already_present,.json
assets/thaumcraft/models/item/caster_advanced.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/caster_advanced_focus_model.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/caster_advanced_model.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/caster_basic.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/caster_basic_focus_model.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/caster_basic_model.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/caster_gauntlet.json,identical,already_present,.json
assets/thaumcraft/models/item/caster_gauntlet_focus.json,identical,already_present,.json
assets/thaumcraft/models/item/caster_master.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/causality_collapser.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_moon_1.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_moon_2.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_moon_3.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_moon_4.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_moon_5.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_moon_6.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_moon_7.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_moon_8.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_stars_1.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_stars_2.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_stars_3.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_stars_4.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/celestial_notes_sun.json,identical,already_present,.json
assets/thaumcraft/models/item/centrifuge.json,identical,already_present,.json
assets/thaumcraft/models/item/charm_undying.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/chunks_beef.json,identical,already_present,.json
assets/thaumcraft/models/item/chunks_chicken.json,identical,already_present,.json
assets/thaumcraft/models/item/chunks_fish.json,identical,already_present,.json
assets/thaumcraft/models/item/chunks_pork.json,identical,already_present,.json
assets/thaumcraft/models/item/cinderpearl.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/cinnabar_ore.json,identical,already_present,.json
assets/thaumcraft/models/item/cloth_boots.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/cloth_chest.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/cloth_legs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/cloud_ring.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/cluster_cinnabar.json,identical,already_present,.json
assets/thaumcraft/models/item/cluster_copper.json,identical,already_present,.json
assets/thaumcraft/models/item/cluster_gold.json,identical,already_present,.json
assets/thaumcraft/models/item/cluster_iron.json,identical,already_present,.json
assets/thaumcraft/models/item/complete_notes.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/condenser.json,identical,already_present,.json
assets/thaumcraft/models/item/condenser_lattice.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/condenser_lattice_dirty.json,identical,already_present,.json
assets/thaumcraft/models/item/creative_flux_sponge.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/creative_placer.json,identical,already_present,.json
assets/thaumcraft/models/item/crimson_blade.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_boots.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_plate_chest.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_plate_helm.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_plate_legs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_praetor_chest.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_praetor_helm.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_praetor_legs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_rites.json,identical,already_present,.json
assets/thaumcraft/models/item/crimson_robe_chest.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_robe_helm.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crimson_robe_legs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crucible.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crystal_aer.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crystal_air.json,identical,already_present,.json
assets/thaumcraft/models/item/crystal_aqua.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crystal_earth.json,identical,already_present,.json
assets/thaumcraft/models/item/crystal_entropy.json,identical,already_present,.json
assets/thaumcraft/models/item/crystal_essence.json,identical,already_present,.json
assets/thaumcraft/models/item/crystal_fire.json,identical,already_present,.json
assets/thaumcraft/models/item/crystal_flux.json,identical,already_present,.json
assets/thaumcraft/models/item/crystal_ignis.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crystal_order.json,identical,already_present,.json
assets/thaumcraft/models/item/crystal_ordo.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crystal_perditio.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crystal_terra.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crystal_vitium.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/crystal_water.json,identical,already_present,.json
assets/thaumcraft/models/item/curiosity.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/curiosity_band.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/deepslate_amber_ore.json,identical,already_present,.json
assets/thaumcraft/models/item/deepslate_cinnabar_ore.json,identical,already_present,.json
assets/thaumcraft/models/item/deepslate_quartz_ore.json,identical,already_present,.json
assets/thaumcraft/models/item/dioptra.json,identical,already_present,.json
assets/thaumcraft/models/item/eldritch_pillar.json,identical,already_present,.json
assets/thaumcraft/models/item/eldritch_stone_tile.json,identical,already_present,.json
assets/thaumcraft/models/item/elemental_axe.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/elemental_hoe.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/elemental_pick.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/elemental_shovel.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/elemental_sword.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/enchanted_fabric.json,identical,already_present,.json
assets/thaumcraft/models/item/enchanted_placeholder.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/essentia_input.json,identical,already_present,.json
assets/thaumcraft/models/item/essentia_output.json,identical,already_present,.json
assets/thaumcraft/models/item/essentia_reservoir.json,identical,already_present,.json
assets/thaumcraft/models/item/everfull_urn.json,identical,already_present,.json
assets/thaumcraft/models/item/fabric.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/filter.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/flesh_block.json,identical,already_present,.json
assets/thaumcraft/models/item/flux_crystal.json,identical,already_present,.json
assets/thaumcraft/models/item/flux_scrubber.json,identical,already_present,.json
assets/thaumcraft/models/item/focal_manipulator.json,identical,already_present,.json
assets/thaumcraft/models/item/focus_1.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/focus_2.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/focus_3.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/focus_advanced.json,identical,already_present,.json
assets/thaumcraft/models/item/focus_blank.json,identical,already_present,.json
assets/thaumcraft/models/item/focus_pouch.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/fortress_chest.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/fortress_helm.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/fortress_legs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/goggles.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/golem.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/golem_bell.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/golem_builder.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/golem_module_aggression.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/golem_module_vision.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/golem_placer.json,identical,already_present,.json
assets/thaumcraft/models/item/grapple_gun.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/grapple_gun_1.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/grapple_gun_2.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/grapple_gun_spool.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/grapple_gun_tip.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/grass_ambient.json,identical,already_present,.json
assets/thaumcraft/models/item/greatwood_leaves.json,identical,already_present,.json
assets/thaumcraft/models/item/greatwood_log.json,identical,already_present,.json
assets/thaumcraft/models/item/greatwood_planks.json,identical,already_present,.json
assets/thaumcraft/models/item/greatwood_sapling.json,identical,already_present,.json
assets/thaumcraft/models/item/greatwood_slab.json,identical,already_present,.json
assets/thaumcraft/models/item/greatwood_stairs.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/hand_mirror.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/hungry_chest.json,identical,already_present,.json
assets/thaumcraft/models/item/infernal_furnace.json,identical,already_present,.json
assets/thaumcraft/models/item/infusion_matrix.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/inlay.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/jar_brace.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/jar_brain.json,identical,already_present,.json
assets/thaumcraft/models/item/jar_normal.json,identical,already_present,.json
assets/thaumcraft/models/item/jar_void.json,identical,already_present,.json
assets/thaumcraft/models/item/label_blank.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/label_filled.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/lamp_arcane.json,identical,already_present,.json
assets/thaumcraft/models/item/lamp_fertility.json,identical,already_present,.json
assets/thaumcraft/models/item/lamp_growth.json,identical,already_present,.json
assets/thaumcraft/models/item/levitator.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_bag_common.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_bag_rare.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_bag_uncommon.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_crate_common.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_crate_rare.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_crate_uncommon.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_urn_common.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_urn_rare.json,identical,already_present,.json
assets/thaumcraft/models/item/loot_urn_uncommon.json,identical,already_present,.json
assets/thaumcraft/models/item/matrix_cost.json,identical,already_present,.json
assets/thaumcraft/models/item/matrix_speed.json,identical,already_present,.json
assets/thaumcraft/models/item/mechanism_complex.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/mechanism_simple.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/mind.json,identical,already_present,.json
assets/thaumcraft/models/item/mirror.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/mirror_essentia.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/mirror_essentia_on.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/mirror_item.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/mirror_on.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/mirrored_glass.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/morphic_resonator.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_black.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_blue.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_brown.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_cyan.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_gray.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_green.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_light_blue.json,identical,already_present,.json
assets/thaumcraft/models/item/nitor_light_gray.json,identical,already_present,.json
assets/thaumcraft/models/item/nitor_lime.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_magenta.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_orange.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_pink.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_purple.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_red.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_white.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/nitor_yellow.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/pattern_crafter.json,identical,already_present,.json
assets/thaumcraft/models/item/paving_stone.json,identical,already_present,.json
assets/thaumcraft/models/item/paving_stone_barrier.json,identical,already_present,.json
assets/thaumcraft/models/item/paving_stone_travel.json,identical,already_present,.json
assets/thaumcraft/models/item/pech_wand.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/pedestal_ancient.json,identical,already_present,.json
assets/thaumcraft/models/item/pedestal_arcane.json,identical,already_present,.json
assets/thaumcraft/models/item/pedestal_eldritch.json,identical,already_present,.json
assets/thaumcraft/models/item/phial_empty.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/phial_filled.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/plate_brass.json,identical,already_present,.json
assets/thaumcraft/models/item/plate_iron.json,identical,already_present,.json
assets/thaumcraft/models/item/plate_thaumium.json,identical,already_present,.json
assets/thaumcraft/models/item/plate_void.json,identical,already_present,.json
assets/thaumcraft/models/item/porous_stone.json,identical,already_present,.json
assets/thaumcraft/models/item/potion_sprayer.json,identical,already_present,.json
assets/thaumcraft/models/item/primal_charm.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/primal_crusher.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/primordial_pearl.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/primordial_pearl_0.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/primordial_pearl_1.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/primordial_pearl_2.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/quartz_nugget.json,identical,already_present,.json
assets/thaumcraft/models/item/quartz_ore.json,identical,already_present,.json
assets/thaumcraft/models/item/quicksilver.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/quicksilver_nugget.json,identical,already_present,.json
assets/thaumcraft/models/item/recharge_pedestal.json,identical,already_present,.json
assets/thaumcraft/models/item/redstone_relay.json,identical,already_present,.json
assets/thaumcraft/models/item/research_notes.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/research_table.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/resonator.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/salis_mundus.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/salisite.json,identical,already_present,.json
assets/thaumcraft/models/item/sanity_checker.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/sanity_soap.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/scanner.mtl,different,keep_current_1_21_or_legacy_asset,.mtl
assets/thaumcraft/models/item/scanner.obj,different,keep_current_1_21_or_legacy_asset,.obj
assets/thaumcraft/models/item/scribing_tools.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_blank.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_breaker.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_breaker_advanced.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_butcher.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_empty.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_empty_advanced.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_fill.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_fill_advanced.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_guard.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_guard_advanced.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_harvest.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_lumber.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_pickup.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_pickup_advanced.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_provide.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_provider.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_stock.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/seal_use.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/item/shard_air.json,identical,already_present,.json
assets/thaumcraft/models/item/shard_earth.json,identical,already_present,.json
assets/thaumcraft/models/item/shard_entropy.json,identical,already_present,.json
